鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,建物,台北市中山區新生北路二段76號5F-2,0.0,商,,,1011120,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970925,33.55,1,1,1,有,有,有,17000,507,,0.0,0,,RPVNMLPLJIHFFCA77CC
中山區,建物,台北市中山區新生北路二段68巷13號6F-5,0.0,商,,,1011121,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,51.07000000000001,1,1,1,有,有,有,25000,490,,0.0,0,,RPWNMLPLJIHFFCA87CC
中山區,建物,台北市中山區復興北路400號10樓,0.0,商,,,1011121,土地0建物1車位0,十層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,112.85,3,1,2,有,有,有,53500,474,,0.0,0,,RPTOMLQLJIHFFCA77CC
松山區,建物,台北市松山區民權東路3段106巷3弄65號3樓,0.0,住,,,1011026,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740301,124.06,3,2,2,有,有,有,55000,443,,0.0,0,,RPQNMLQLJIHFFDA47CC
松山區,建物,台北市松山區富錦街2號12樓之2,13.14,住,,,1011113,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.0,3,1,1,有,有,有,45000,500,,0.0,0,,RPTNMLQLJIHFFDA77CC
松山區,建物,台北市松山區南京東路5段135號,0.0,商,,,1011113,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,,92.07,1,0,1,有,無,無,85000,923,,0.0,0,,RPXNMLQLJIHFFDA18CC
信義區,建物,台北市信義區松仁路253巷9弄4號,0.0,住,,,1011106,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,89.1,2,2,2,有,無,有,33000,370,,0.0,0,,RPOOMLQLJIHFFDA37CC
信義區,建物,台北市信義區和平東路三段391巷19號,0.0,住,,,1011107,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,,84.49,0,0,0,無,無,無,28889,342,,0.0,0,,RPSOMLQLJIHFFDA77CC
信義區,建物,台北市信義區光復南路473巷11弄56號4樓之1,0.0,商,,,1011111,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661003,102.0,3,2,2,有,有,有,30000,294,,0.0,0,,RPOPMLQLJIHFFDA47CC
松山區,建物,台北市松山區南京東路四段52巷8號,0.0,住,,,1011123,土地0建物1車位0,一層,10,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960209,64.44,1,0,1,有,無,無,54000,838,,0.0,0,,RPTPMLQLJIHFFDA97CC
松山區,建物,台北市松山區南京東路三段287號,0.0,商,,,1011115,土地0建物1車位0,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,0750923,586.28,0,0,0,無,有,無,307259,524,,0.0,0,,RPRQMLQLJIHFFDA87CC
大同區,建物,台北市大同區南京西路68號8樓之1,0.0,商,,,1011110,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951115,83.7,2,1,1,有,有,有,38000,454,,0.0,0,,RPRNMLQLJIHFFBA37CC
大同區,建物,台北市大同區酒泉街10巷27號6樓,0.0,商,,,1011107,土地0建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010403,189.5,3,2,2,有,有,有,55000,290,坡道平面,32.17,0,,RPWNMLQLJIHFFBA87CC
中正區,房地(土地+建物),台北市中正區臨沂 街75巷15號地下之17,816.06,住,,,1011115,土地1建物1車位0,地下層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850824,29.17,1,1,1,有,有,有,13000,446,,0.0,0,,RPUOMLQLJIHFFBA77CC
中正區,建物,台北市中正區忠孝東路一段76號10樓之2，10樓之4,0.0,商,,,1011115,土地0建物1車位0,十層,12,辦公商業大樓,住家用,鋼筋混凝土造,,227.64,3,0,2,有,有,無,66666,293,,0.0,0,,RPOPMLQLJIHFFBA27CC
大安區,建物,台北市大安區忠孝東路四段170巷18弄2號6樓,0.0,住,,,1011107,土地0建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821115,190.67999999999998,4,2,2,有,無,有,66000,346,坡道機械,0.0,0,,RPXNMLQLJIHFFFA38CC
士林區,建物,台北市士林區天玉街27巷17號1樓,0.0,住,,,1011120,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690730,127.27,3,2,2,有,無,有,60000,471,,0.0,0,,RPUNMLQLJIHFFEA97CC
信義區,房地(土地+建物),台北市信義區松仁路202巷2弄28號,30.54,住,,,1011119,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640409,85.64,3,2,2,有,無,無,27778,324,,0.0,0,,RPVOMLQLJIHFFDA18DC
中山區,建物,台北市中山區松江路124巷23號2樓,0.0,住,,,1011025,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0611025,145.04,4,2,2,有,無,有,33500,231,,0.0,0,,RPUOMLQLJIHFFCA97DC
中正區,建物,台北市中正區羅斯福路四段68號7樓之12,8.1,商,,,1020101,土地0建物1車位0,七層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0941229,58.35,0,1,1,有,無,無,36000,617,,0.0,0,,RPQOMLRLJIHFFAA37CC
士林區,建物,台北市士林區磺溪街55巷5號,0.0,其他,,,1011127,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710920,137.32,2,2,2,有,無,無,30000,218,,0.0,0,,RPOPMLRLJIHFFEA67CC
北投區,建物,台北市北投區裕民二路41號9樓,0.0,商,,,1011113,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950630,138.77,3,2,2,有,有,有,68335,492,,0.0,0,,RPWPMLRLJIHFFEA48CC
大安區,建物,台北市大安區通化街171巷46號1樓,0.0,住,,,1011126,土地0建物1車位0,一層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780524,36.7,0,0,0,無,有,無,30000,817,,0.0,0,,RPTNMLRLJIHFFFA08CC
大安區,建物,台北市大安區信義路二段56號8樓之1,0.0,商,,,1011116,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950630,38.83,1,1,1,有,有,有,23000,592,,0.0,0,,RPUNMLRLJIHFFFA18CC
大安區,建物,台北市大安區四維路198巷38弄11號8樓,0.0,住,,,1011116,土地0建物1車位0,八層,19,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,96.17,2,1,1,有,有,有,28500,296,,0.0,0,,RPOOMLRLJIHFFFA67CC
大安區,建物,台北市大安區信義路四段57號8樓,0.0,商,,,1011127,土地0建物1車位0,八層,17,辦公商業大樓,住家用,鋼筋混凝土造,0751229,172.91,2,2,2,有,有,無,57000,330,,0.0,0,,RPSOMLRLJIHFFFA08CC
大同區,建物,台北市大同區民生西路242號,0.0,,,,1001026,土地0建物1車位0,一層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0890411,320.93,0,0,0,無,有,無,160000,499,,0.0,0,,RPRNMLRLJIHFFBA47CC
大同區,建物,台北市大同區市民大道一段207號15樓之14,4.65,其他,,,1011028,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,47.2,0,0,1,有,有,有,22500,477,,0.0,0,,RPUNMLRLJIHFFBA77CC
大同區,建物,台北市大同區市民大道路一段201號5樓,0.0,其他,,,1011121,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,130.6,3,2,2,有,有,有,65000,498,,0.0,0,,RPTOMLRLJIHFFBA77CC
大同區,建物,台北市大同區市民大道路一段205號13樓之6,0.0,其他,,,1011121,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,133.63,1,1,2,有,有,有,60000,449,,0.0,0,,RPUOMLRLJIHFFBA87CC
松山區,建物,台北市松山區三民路110巷4號,0.0,住,,,1011127,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,113.33,0,0,0,無,無,無,70000,618,,0.0,0,,RPXQMLRLJIHFFDA58CC
內湖區,建物,台北市內湖區石潭路27號4樓之5,0.0,其他,,,1011103,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980831,94.78999999999999,1,1,1,有,有,有,32500,343,,0.0,0,,RPSNMLRLJIHFFCA67CC
內湖區,建物,台北市內湖區瑞光路513巷32號9樓,246.02,工,,,1011115,土地0建物1車位2,九層,10,廠辦,工業用,鋼筋混凝土造,0871015,300.71000000000004,4,1,0,有,無,有,95000,316,坡道平面,0.0,6000,,RPWNMLRLJIHFFCA08CC
內湖區,房地(土地+建物)+車位,台北市內湖區新湖三路122號5樓,4105.67,工,,,1011201,土地1建物1車位0,五層,6,廠辦,工業用,鋼筋混凝土造,0910115,250.87,0,0,0,無,無,有,80418,321,坡道平面,0.0,0,,RPSPMLRLJIHFFCA87CC
中山區,建物,台北市中山區松江路328號6樓之1,0.0,商,,,1011126,土地0建物1車位0,六層,12,辦公商業大樓,住家用,鋼筋混凝土造,0661208,463.2,7,0,1,有,有,無,170000,367,,0.0,0,,RPVPMLRLJIHFFCA18CC
內湖區,建物,台北市內湖區成功路三段181號,0.0,,,,1011127,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700831,132.42,0,0,0,無,無,無,80000,604,,0.0,0,,RPOQMLRLJIHFFCA57CC
內湖區,建物,台北市內湖區內湖路二段235巷2弄3號3樓,0.0,住,,,1011111,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700506,105.16,2,2,1,有,無,有,20000,190,,0.0,0,,RPPPMLSLJIHFFCA67CC
內湖區,建物,台北市內湖區大湖山莊街219巷34弄3號地下之1樓,0.0,商,,,1011125,土地0建物1車位0,地下一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0810717,42.73,1,1,1,有,有,有,14000,328,,0.0,0,,RPSPMLSLJIHFFCA97CC
中山區,建物,台北市中山區松江路54號4樓之4,0.0,商,,,1011102,土地0建物1車位0,四層,11,辦公商業大樓,商業用,鋼筋混凝土造,0620322,102.69,2,1,0,有,有,無,30000,292,,0.0,0,,RPTPMLSLJIHFFCA08CC
中山區,房地(土地+建物),台北市中山區遼寧街119號,0.0,住,,,1011120,土地1建物1車位0,一層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830614,185.51999999999998,0,1,1,有,有,無,126000,679,,0.0,0,,RPUPMLSLJIHFFCA18CC
松山區,房地(土地+建物),台北市松山區健康路3巷2號,92.0,住,,,1011112,土地2建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,,115.48,0,0,0,無,無,無,120000,1039,,0.0,0,,RPXOMLSLJIHFFDA48CC
信義區,建物,台北市信義區莊敬路214號二樓,0.0,住,,,1011114,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620109,82.01,0,0,0,無,無,無,20000,244,,0.0,0,,RPOPMLSLJIHFFDA67CC
南港區,建物,台北市松山區南港路三段149巷49弄2號及二樓,0.0,工,,,1011109,土地0建物1車位0,一層,4,工廠,工業用,鋼筋混凝土造,,380.53,0,0,0,無,無,無,115000,,,0.0,0,1+2樓,RPSPMLSLJIHFFDA08CC
大安區,建物,台北市大安區忠孝東路三段251巷8弄1之3號,0.0,,,,1011126,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,86.0,2,1,1,有,無,有,40000,465,,0.0,0,,RPVNMLSLJIHFFFA38CC
大安區,建物,台北市大安區仁愛路四段62號4樓之5,0.0,其他,,,1011116,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,67.66,2,1,1,有,無,無,34000,503,,0.0,0,,RPUOMLSLJIHFFFA38CC
大安區,建物,台北市大安區仁愛路3段36號4樓-1,0.0,住,,,1011112,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960822,329.5,3,2,2,有,有,有,100000,303,坡道平面,62.94,0,,RPXOMLSLJIHFFFA68CC
大安區,建物,台北市大安區仁愛路四段85號十四樓A1室,2347.0,其他,,,1020101,土地0建物1車位0,十四層,14,辦公商業大樓,商業用,鋼筋混凝土造,0720725,302.81,1,0,0,有,有,無,153888,508,,0.0,0,,RPOPMLSLJIHFFFA87CC
大安區,建物,台北市大安區大安路二段１３０號,0.0,住,,,1011109,土地0建物0車位0,一層,4,店面(店鋪),住家用,加強磚造,,23.14,0,0,0,無,無,無,29400,1271,,0.0,0,,RPPPMLSLJIHFFFA97CC
大安區,建物,台北市大安區忠孝東路四段333號六樓之一,0.73,商,,,1011101,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.62,3,0,0,有,無,無,35000,344,,0.0,0,,RPQPMLSLJIHFFFA08CC
北投區,房地(土地+建物),台北市北投區行義路124巷7-1號2F,568.37,住,,,1011115,土地1建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831028,233.56,3,2,2,有,無,無,33000,141,,0.0,0,,RPRQMLSLJIHFFEA18CC
北投區,建物,台北市北投區公館路１６５號８樓,0.0,住,,,1011104,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860519,96.59,2,2,1,有,有,有,21000,217,,0.0,0,,RPQRMLSLJIHFFEA18CC
文山區,房地(土地+建物),台北市文山區木新路二段161巷6弄12號1樓,33.7,其他,,,1011201,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730623,92.07,2,2,1,有,無,有,29000,315,,0.0,0,,RPROMLSLJIHFFAA57CC
中正區,建物,台北市中正區林森南路140號七樓之1,0.0,,,,1011125,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670118,66.55,3,2,1,有,無,無,15500,233,,0.0,0,,RPRPMLSLJIHFFAA67CC
中山區,建物,台北市中山區長安東路二段106號10樓-1,0.0,,,,1011107,土地0建物1車位0,十層,11,辦公商業大樓,商業用,鋼筋混凝土造,0670701,84.8,0,0,0,無,有,無,30000,354,,0.0,0,,RPSPMLTLJIHFFCA18DC
中山區,建物,台北市中山區民權東路二段26號8F-3,0.0,,,,1011101,土地0建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0730406,62.59,2,1,0,有,有,有,25000,399,,0.0,0,,RPXPMLTLJIHFFCA68DC
大安區,建物,台北市大安區仁愛路四段232號8樓之5,0.0,其他,,,1011120,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670912,49.68,1,1,1,有,有,有,18000,362,,0.0,0,,RPXNMLTLJIHFFFA68CC
信義區,建物,台北市信義區永吉路180巷166弄4號1樓,11.04,住,,,1011205,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630902,31.41,3,2,1,有,無,無,28000,891,,0.0,0,,RPQNMLTLJIHFFDA77CC
南港區,建物,台北市南港區三重路41巷35號9樓,0.0,住,,,1011114,土地0建物1車位2,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,311.89,4,2,2,有,有,無,43000,138,坡道平面,71.84,0,,RPXNMLTLJIHFFDA48CC
信義區,建物,台北市信義區基隆路一段200和200之1號17~22樓,0.0,商,,,1011105,土地0建物12車位2,十七層,24,辦公商業大樓,商業用,鋼骨混凝土造,0811015,6365.66,0,0,0,無,有,無,4650469,731,坡道平面,0.0,0,,RPWOMLTLJIHFFDA48CC
中山區,建物,台北市中山區長安東路二段49號2樓,0.0,商,,,1011128,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0731024,277.21000000000004,5,0,2,有,有,無,88888,321,,0.0,0,,RPQQMLTLJIHFFCA97CC
中山區,建物,台北市中山區敬業一路38號3樓之7,0.0,商,,,1011126,土地0建物1車位1,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0961206,58.96,2,1,1,有,有,有,26000,441,坡道機械,0.0,0,,RPTQMLTLJIHFFCA28CC
中山區,建物,台北市中山區明水路696號3樓,0.0,商,,,1011125,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970319,58.99,1,1,1,有,有,有,24000,407,,0.0,0,,RPPRMLTLJIHFFCA97CC
內湖區,建物,台北市內湖區文湖街35號3樓,0.0,其他,,,1011105,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991230,305.24,4,2,2,有,有,有,77000,252,坡道平面,27.05,7000,,RPRQMLKMJIHFFCA27CC
中山區,建物,台北市中山區南京東路三段89巷5之2號1，2樓,0.0,住,,,1011101,土地0建物1車位0,一層,2,店面(店鋪),,加強磚造,,134.68,2,1,1,有,無,有,70000,520,,0.0,0,,RPSQMLKMJIHFFCA37CC
中山區,建物,台北市中山區南京東路二段108號12樓之10,0.0,其他,,,1011031,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,49.95,1,1,1,有,有,有,28800,577,,0.0,0,,RPOSMLKMJIHFFCA17CC
內湖區,建物,台北市內湖區文德路70號11樓,0.0,住,,,1011115,土地0建物1車位1,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,214.14000000000001,3,2,2,有,有,有,90000,420,坡道平面,0.0,0,,RPPSMLKMJIHFFCA27CC
松山區,建物,台北市松山區民權東路3段166號14樓,0.0,住,,,1011112,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780731,144.85000000000002,4,2,2,有,有,有,54684,378,,0.0,0,,RPWSMLKMJIHFFDA08CC
大安區,建物,台北市大安區和平東路1段183巷11弄6號3樓,0.0,住,,,1011117,土地0建物1車位1,三層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950908,278.19,3,2,2,有,有,有,76500,295,坡道平面,38.86,6000,,RPWNMLKMJIHFFFA77CC
大安區,建物,台北市大安區敦化南路二段59號5樓,0.0,,,,1011128,土地0建物1車位0,五層,20,辦公商業大樓,商業用,鋼筋混凝土造,0720714,85.82,1,1,0,有,有,無,38000,443,,0.0,0,,RPOOMLKMJIHFFFA07CC
大安區,建物,台北市大安區信義路四段341號7樓之1,0.0,商,,,1011127,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0750714,157.32999999999998,4,2,2,有,有,無,38000,242,,0.0,0,,RPPOMLKMJIHFFFA17CC
大安區,建物,台北市大安區仁愛路四段122巷12號,0.0,住,,,1011114,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0711116,107.38000000000001,1,1,1,有,有,有,100000,931,,0.0,0,,RPQOMLKMJIHFFFA27CC
大安區,建物,台北市大安區大安路一段104號4樓,0.0,住,,,1011123,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760605,125.64999999999999,3,2,2,有,無,有,40000,318,,0.0,0,,RPROMLKMJIHFFFA37CC
北投區,房地(土地+建物),台北市北投區新民路101號3樓,31.49,住,,,1011205,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681101,106.57,3,2,2,有,無,有,15000,141,,0.0,0,,RPPNMLKMJIHFFEA96CC
士林區,建物,台北市士林區德行西路36號11樓之12,6.47,工,,,1011127,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970502,47.97,1,1,1,有,有,有,28500,594,,0.0,0,,RPQNMLKMJIHFFEA07CC
士林區,建物,台北市士林區士商路129號9樓,0.0,住,,,1011106,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930504,200.64,3,1,2,有,有,有,58130,290,坡道平面,59.65,0,,RPTOMLKMJIHFFEA47CC
中山區,建物,台北市中山區南京東路二段88號14樓,0.0,商,,,1011105,土地0建物1車位1,十四層,20,辦公商業大樓,商業用,鋼筋混凝土造,0740826,838.45,2,1,0,有,有,有,233865,279,坡道平面,0.0,0,,RPSNMLKMJIHFFCA17DC
松山區,房地(土地+建物),台北市松山區八德路3段182號9樓之12,1225.0,住,,,1011016,土地3建物1車位0,九層,11,套房(1房1廳1衛),見其他登記事項,鋼骨鋼筋混凝土造,0950418,35.17,1,1,1,有,有,有,23000,654,,0.0,0,,RPOOMLKMJIHFFDA96DC
大安區,建物,台北市大安區羅斯福路二段49號10樓,0.0,商,,,1011130,土地0建物1車位0,十層,12,辦公商業大樓,住家用,鋼筋混凝土造,0700803,200.52999999999997,0,0,0,無,有,無,65000,324,,0.0,0,,RPPNMLLJKIHFFFA96CC
大安區,建物,台北市大安區敦化南路二段57號14樓之2,0.0,,,,1020101,土地0建物1車位0,十四層,20,辦公商業大樓,商業用,鋼筋混凝土造,0720714,121.0,3,0,0,有,無,無,60000,496,,0.0,0,,RPQNMLLJKIHFFFA07CC
信義區,車位,台北市信義區忠孝東路五段461號B5車位,0.0,其他,,,1011118,土地0建物0車位1,,,其他,,,,36.83,0,0,0,有,有,無,4500,,坡道平面,36.83,4500,,RPQNMLLJKIHFFDA86CC
信義區,建物,台北市信義區中坡南路22巷5號七樓,0.0,其他,,,1011123,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.42,3,2,2,有,有,有,22000,187,,0.0,0,,RPRNMLLJKIHFFDA96CC
松山區,建物,台北市松山區南京東路四段23號9樓之1,0.0,商,,,1011129,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971205,55.89,1,1,1,有,有,有,33000,590,,0.0,0,,RPVNMLLJKIHFFDA37CC
